REGION,SETTLEMENTDATE,TOTALDEMAND,PRICECATEGORY
VIC1,20/04/2021 11:30,5087.98,MEDIUM
VIC1,20/04/2021 12:00,5174.12,MEDIUM
VIC1,20/04/2021 12:30,5300.72,LOW
VIC1,20/04/2021 13:00,5450.94,LOW
VIC1,20/04/2021 13:30,5584.4,LOW
VIC1,20/04/2021 14:00,5550.44,LOW
VIC1,20/04/2021 14:30,5588.89,LOW
VIC1,20/04/2021 15:00,5588.05,LOW
VIC1,20/04/2021 15:30,5519.33,LOW
VIC1,20/04/2021 16:00,5602.04,MEDIUM
VIC1,20/04/2021 16:30,5854.93,MEDIUM
VIC1,20/04/2021 17:00,6108.32,LOW
VIC1,20/04/2021 17:30,6275.05,MEDIUM
VIC1,20/04/2021 18:00,6537.36,HIGH
VIC1,20/04/2021 18:30,6632.03,HIGH
VIC1,20/04/2021 19:00,6595.62,HIGH
VIC1,20/04/2021 19:30,6408.66,MEDIUM
VIC1,20/04/2021 20:00,6226.9,MEDIUM
VIC1,20/04/2021 20:30,6063.89,MEDIUM
VIC1,20/04/2021 21:00,5865.76,MEDIUM
VIC1,20/04/2021 21:30,5679.76,MEDIUM
VIC1,20/04/2021 22:00,5442.32,MEDIUM
VIC1,20/04/2021 22:30,5186.39,HIGH
VIC1,20/04/2021 23:00,4981.58,MEDIUM
VIC1,20/04/2021 23:30,5078.81,MEDIUM
VIC1,21/04/2021 0:00,4988.69,HIGH
VIC1,21/04/2021 0:30,4803.12,MEDIUM
VIC1,21/04/2021 1:00,4704.67,MEDIUM
VIC1,21/04/2021 1:30,4563.71,MEDIUM
VIC1,21/04/2021 2:00,4423.69,MEDIUM
VIC1,21/04/2021 2:30,4227.19,MEDIUM
VIC1,21/04/2021 3:00,4132.84,MEDIUM
VIC1,21/04/2021 3:30,4085.02,MEDIUM
VIC1,21/04/2021 4:00,4065.25,MEDIUM
VIC1,21/04/2021 4:30,4098.72,MEDIUM
VIC1,21/04/2021 5:00,4208.86,MEDIUM
VIC1,21/04/2021 5:30,4419.18,HIGH
VIC1,21/04/2021 6:00,4695.81,EXTREME
VIC1,21/04/2021 6:30,5134.27,HIGH
VIC1,21/04/2021 7:00,5617.45,HIGH
VIC1,21/04/2021 7:30,5980.21,EXTREME
VIC1,21/04/2021 8:00,6185.68,EXTREME
VIC1,21/04/2021 8:30,6143.16,MEDIUM
VIC1,21/04/2021 9:00,5896.85,MEDIUM
VIC1,21/04/2021 9:30,5653.88,MEDIUM
VIC1,21/04/2021 10:00,5372.44,HIGH
VIC1,21/04/2021 10:30,5049.1,MEDIUM
VIC1,21/04/2021 11:00,4736.31,HIGH
VIC1,21/04/2021 11:30,4600.88,MEDIUM
VIC1,21/04/2021 12:00,4509.82,MEDIUM
VIC1,21/04/2021 12:30,4440.37,MEDIUM
VIC1,21/04/2021 13:00,4420.98,MEDIUM
VIC1,21/04/2021 13:30,4497.19,MEDIUM
VIC1,21/04/2021 14:00,4633.67,MEDIUM
VIC1,21/04/2021 14:30,4672,LOW
VIC1,21/04/2021 15:00,4718.36,MEDIUM
VIC1,21/04/2021 15:30,4791.94,MEDIUM
VIC1,21/04/2021 16:00,5019.67,MEDIUM
VIC1,21/04/2021 16:30,5350.53,MEDIUM
VIC1,21/04/2021 17:00,5725.28,HIGH
VIC1,21/04/2021 17:30,6047.92,HIGH
VIC1,21/04/2021 18:00,6410.29,EXTREME
VIC1,21/04/2021 18:30,6539.68,EXTREME
VIC1,21/04/2021 19:00,6510.87,EXTREME
VIC1,21/04/2021 19:30,6374.82,HIGH
VIC1,21/04/2021 20:00,6230.9,HIGH
VIC1,21/04/2021 20:30,6059.38,MEDIUM
VIC1,21/04/2021 21:00,5836.08,HIGH
VIC1,21/04/2021 21:30,5629.96,MEDIUM
VIC1,21/04/2021 22:00,5441.15,MEDIUM
VIC1,21/04/2021 22:30,5185.05,MEDIUM
VIC1,21/04/2021 23:00,4979.42,MEDIUM
VIC1,21/04/2021 23:30,5079.97,MEDIUM
VIC1,22/04/2021 0:00,4992.16,MEDIUM
VIC1,22/04/2021 0:30,4735.61,MEDIUM
VIC1,22/04/2021 1:00,4553.23,LOW
VIC1,22/04/2021 1:30,4373.94,LOW
VIC1,22/04/2021 2:00,4202.34,LOW
VIC1,22/04/2021 2:30,4050.95,LOW
VIC1,22/04/2021 3:00,3983.75,LOW
VIC1,22/04/2021 3:30,3961.91,LOW
VIC1,22/04/2021 4:00,3970.67,LOW
VIC1,22/04/2021 4:30,4012.98,LOW
VIC1,22/04/2021 5:00,4074.2,LOW
VIC1,22/04/2021 5:30,4207.41,LOW
VIC1,22/04/2021 6:00,4432.32,MEDIUM
VIC1,22/04/2021 6:30,4830.56,MEDIUM
VIC1,22/04/2021 7:00,5266.96,HIGH
VIC1,22/04/2021 7:30,5579.87,MEDIUM
VIC1,22/04/2021 8:00,5754.23,MEDIUM
VIC1,22/04/2021 8:30,5790.73,MEDIUM
VIC1,22/04/2021 9:00,5706.79,MEDIUM
VIC1,22/04/2021 9:30,5614.39,HIGH
VIC1,22/04/2021 10:00,5367.25,MEDIUM
VIC1,22/04/2021 10:30,5211.83,LOW
VIC1,22/04/2021 11:00,5020.22,LOW
VIC1,22/04/2021 11:30,4908.13,LOW
VIC1,22/04/2021 12:00,5017.03,LOW
VIC1,22/04/2021 12:30,5173.5,MEDIUM
VIC1,22/04/2021 13:00,5203.54,MEDIUM
VIC1,22/04/2021 13:30,5289.9,MEDIUM
VIC1,22/04/2021 14:00,5176.48,LOW
VIC1,22/04/2021 14:30,5179.31,LOW
VIC1,22/04/2021 15:00,5254.81,LOW
VIC1,22/04/2021 15:30,5337.34,MEDIUM
VIC1,22/04/2021 16:00,5475.55,HIGH
VIC1,22/04/2021 16:30,5673.37,HIGH
VIC1,22/04/2021 17:00,5875.3,MEDIUM
VIC1,22/04/2021 17:30,6053.28,MEDIUM
VIC1,22/04/2021 18:00,6263.96,MEDIUM
VIC1,22/04/2021 18:30,6464.1,HIGH
VIC1,22/04/2021 19:00,6354.3,HIGH
VIC1,22/04/2021 19:30,6168.09,MEDIUM
VIC1,22/04/2021 20:00,6002.74,MEDIUM
VIC1,22/04/2021 20:30,5833.72,MEDIUM
VIC1,22/04/2021 21:00,5655.15,MEDIUM
VIC1,22/04/2021 21:30,5462.13,MEDIUM
VIC1,22/04/2021 22:00,5245.82,MEDIUM
VIC1,22/04/2021 22:30,4992.74,MEDIUM
VIC1,22/04/2021 23:00,4761.96,MEDIUM
VIC1,22/04/2021 23:30,4895.08,MEDIUM
VIC1,23/04/2021 0:00,4813.54,MEDIUM
VIC1,23/04/2021 0:30,4570.88,MEDIUM
VIC1,23/04/2021 1:00,4449.42,MEDIUM
VIC1,23/04/2021 1:30,4324.31,MEDIUM
VIC1,23/04/2021 2:00,4117.26,MEDIUM
VIC1,23/04/2021 2:30,4016.69,MEDIUM
VIC1,23/04/2021 3:00,3928.61,MEDIUM
VIC1,23/04/2021 3:30,3822.15,LOW
VIC1,23/04/2021 4:00,3878.61,MEDIUM
VIC1,23/04/2021 4:30,3868.68,MEDIUM
VIC1,23/04/2021 5:00,3965.95,MEDIUM
VIC1,23/04/2021 5:30,4132.81,MEDIUM
VIC1,23/04/2021 6:00,4318.73,MEDIUM
VIC1,23/04/2021 6:30,4732.91,MEDIUM
VIC1,23/04/2021 7:00,5149.19,EXTREME
VIC1,23/04/2021 7:30,5433.42,EXTREME
VIC1,23/04/2021 8:00,5568.76,EXTREME
VIC1,23/04/2021 8:30,5509.78,HIGH
VIC1,23/04/2021 9:00,5333.24,HIGH
VIC1,23/04/2021 9:30,5310.75,HIGH
VIC1,23/04/2021 10:00,5073.87,MEDIUM
VIC1,23/04/2021 10:30,4884.77,MEDIUM
VIC1,23/04/2021 11:00,4727.92,MEDIUM
VIC1,23/04/2021 11:30,4793.87,MEDIUM
VIC1,23/04/2021 12:00,4945.55,HIGH
VIC1,23/04/2021 12:30,5011.39,EXTREME
VIC1,23/04/2021 13:00,5012.77,HIGH
VIC1,23/04/2021 13:30,4998.53,MEDIUM
VIC1,23/04/2021 14:00,4967.22,HIGH
VIC1,23/04/2021 14:30,4960.07,MEDIUM
VIC1,23/04/2021 15:00,5112.66,MEDIUM
VIC1,23/04/2021 15:30,5195.35,MEDIUM
VIC1,23/04/2021 16:00,5282.55,HIGH
VIC1,23/04/2021 16:30,5479.59,HIGH
VIC1,23/04/2021 17:00,5663.74,HIGH
VIC1,23/04/2021 17:30,5834.76,HIGH
VIC1,23/04/2021 18:00,6129.74,EXTREME
VIC1,23/04/2021 18:30,6154.8,HIGH
VIC1,23/04/2021 19:00,6125.36,EXTREME
VIC1,23/04/2021 19:30,5988.22,HIGH
VIC1,23/04/2021 20:00,5815.6,HIGH
VIC1,23/04/2021 20:30,5737.54,HIGH
VIC1,23/04/2021 21:00,5577.53,HIGH
VIC1,23/04/2021 21:30,5450.11,HIGH
VIC1,23/04/2021 22:00,5273.95,MEDIUM
VIC1,23/04/2021 22:30,5133.3,MEDIUM
VIC1,23/04/2021 23:00,4967.39,MEDIUM
VIC1,23/04/2021 23:30,5113.24,MEDIUM
VIC1,24/04/2021 0:00,5005.23,HIGH
VIC1,24/04/2021 0:30,4788.18,MEDIUM
VIC1,24/04/2021 1:00,4538.1,MEDIUM
VIC1,24/04/2021 1:30,4377.56,MEDIUM
VIC1,24/04/2021 2:00,4250.27,MEDIUM
VIC1,24/04/2021 2:30,4047.58,LOW
VIC1,24/04/2021 3:00,3814.27,LOW
VIC1,24/04/2021 3:30,3777.28,LOW
VIC1,24/04/2021 4:00,3832.81,LOW
VIC1,24/04/2021 4:30,3874.94,LOW
VIC1,24/04/2021 5:00,3915.27,LOW
VIC1,24/04/2021 5:30,3935.38,LOW
VIC1,24/04/2021 6:00,4008.73,LOW
VIC1,24/04/2021 6:30,4177.24,MEDIUM
VIC1,24/04/2021 7:00,4332.89,MEDIUM
VIC1,24/04/2021 7:30,4494.4,MEDIUM
VIC1,24/04/2021 8:00,4563.64,MEDIUM
VIC1,24/04/2021 8:30,4661.73,LOW
VIC1,24/04/2021 9:00,4572.08,LOW
VIC1,24/04/2021 9:30,4509.24,LOW
VIC1,24/04/2021 10:00,4441.21,LOW
VIC1,24/04/2021 10:30,4408,LOW
VIC1,24/04/2021 11:00,4321.13,LOW
VIC1,24/04/2021 11:30,4286.87,LOW
VIC1,24/04/2021 12:00,4092.91,LOW
VIC1,24/04/2021 12:30,4050.6,LOW
VIC1,24/04/2021 13:00,4132.43,LOW
VIC1,24/04/2021 13:30,4250.92,LOW
VIC1,24/04/2021 14:00,4397.69,LOW
VIC1,24/04/2021 14:30,4467.39,LOW
VIC1,24/04/2021 15:00,4432.47,LOW
VIC1,24/04/2021 15:30,4502.98,LOW
VIC1,24/04/2021 16:00,4726.94,LOW
VIC1,24/04/2021 16:30,4897.75,MEDIUM
VIC1,24/04/2021 17:00,5050.66,MEDIUM
VIC1,24/04/2021 17:30,5294.74,MEDIUM
VIC1,24/04/2021 18:00,5594.38,HIGH
VIC1,24/04/2021 18:30,5763.75,MEDIUM
VIC1,24/04/2021 19:00,5648.33,MEDIUM
VIC1,24/04/2021 19:30,5507.26,MEDIUM
VIC1,24/04/2021 20:00,5359.79,MEDIUM
VIC1,24/04/2021 20:30,5239.22,MEDIUM
VIC1,24/04/2021 21:00,5135.92,MEDIUM
VIC1,24/04/2021 21:30,5067.08,MEDIUM
VIC1,24/04/2021 22:00,4943.06,MEDIUM
VIC1,24/04/2021 22:30,4920.29,MEDIUM
VIC1,24/04/2021 23:00,4803.05,MEDIUM
VIC1,24/04/2021 23:30,4956.66,MEDIUM
VIC1,25/04/2021 0:00,4893.62,MEDIUM
VIC1,25/04/2021 0:30,4710.06,MEDIUM
VIC1,25/04/2021 1:00,4529.86,MEDIUM
VIC1,25/04/2021 1:30,4392.79,MEDIUM
VIC1,25/04/2021 2:00,4241.72,MEDIUM
VIC1,25/04/2021 2:30,4102.14,MEDIUM
VIC1,25/04/2021 3:00,4001.18,MEDIUM
VIC1,25/04/2021 3:30,3933.49,MEDIUM
VIC1,25/04/2021 4:00,3893.02,MEDIUM
VIC1,25/04/2021 4:30,3894.08,MEDIUM
VIC1,25/04/2021 5:00,3910.55,MEDIUM
VIC1,25/04/2021 5:30,3945.85,MEDIUM
VIC1,25/04/2021 6:00,3981.54,MEDIUM
VIC1,25/04/2021 6:30,4081.49,MEDIUM
VIC1,25/04/2021 7:00,4180.22,MEDIUM
VIC1,25/04/2021 7:30,4255.91,LOW
VIC1,25/04/2021 8:00,4312.01,LOW
VIC1,25/04/2021 8:30,4305,LOW
VIC1,25/04/2021 9:00,4276.26,LOW
VIC1,25/04/2021 9:30,4228.34,LOW
VIC1,25/04/2021 10:00,4091.6,LOW
VIC1,25/04/2021 10:30,3912.78,LOW
VIC1,25/04/2021 11:00,3773.34,LOW
VIC1,25/04/2021 11:30,3738.32,LOW
VIC1,25/04/2021 12:00,3717.62,LOW
VIC1,25/04/2021 12:30,3806.74,LOW
VIC1,25/04/2021 13:00,3791.84,LOW
VIC1,25/04/2021 13:30,3923.08,LOW
VIC1,25/04/2021 14:00,4094.89,LOW
VIC1,25/04/2021 14:30,4281.71,LOW
VIC1,25/04/2021 15:00,4417.78,LOW
VIC1,25/04/2021 15:30,4489.38,LOW
VIC1,25/04/2021 16:00,4660.09,LOW
VIC1,25/04/2021 16:30,4866.97,LOW
VIC1,25/04/2021 17:00,5153.93,HIGH
VIC1,25/04/2021 17:30,5449.33,MEDIUM
VIC1,25/04/2021 18:00,5738.47,HIGH
VIC1,25/04/2021 18:30,5835.47,HIGH
VIC1,25/04/2021 19:00,5776.96,MEDIUM
VIC1,25/04/2021 19:30,5643.4,MEDIUM
VIC1,25/04/2021 20:00,5482.01,MEDIUM
VIC1,25/04/2021 20:30,5333.39,MEDIUM
VIC1,25/04/2021 21:00,5199.65,MEDIUM
VIC1,25/04/2021 21:30,5102.55,MEDIUM
VIC1,25/04/2021 22:00,4911.97,MEDIUM
VIC1,25/04/2021 22:30,4760.1,MEDIUM
VIC1,25/04/2021 23:00,4648.99,MEDIUM
VIC1,25/04/2021 23:30,4804.44,MEDIUM
VIC1,26/04/2021 0:00,4747.36,MEDIUM
VIC1,26/04/2021 0:30,4585.33,MEDIUM
VIC1,26/04/2021 1:00,4429.57,MEDIUM
VIC1,26/04/2021 1:30,4288.08,LOW
VIC1,26/04/2021 2:00,4178.35,LOW
VIC1,26/04/2021 2:30,4031.95,LOW
VIC1,26/04/2021 3:00,3988.1,LOW
VIC1,26/04/2021 3:30,3945.08,LOW
VIC1,26/04/2021 4:00,3936.66,LOW
VIC1,26/04/2021 4:30,3961.38,LOW
VIC1,26/04/2021 5:00,4006.29,LOW
VIC1,26/04/2021 5:30,4208.01,MEDIUM
VIC1,26/04/2021 6:00,4384.89,LOW
VIC1,26/04/2021 6:30,4832.62,MEDIUM
VIC1,26/04/2021 7:00,5177.39,HIGH
VIC1,26/04/2021 7:30,5549.99,EXTREME
VIC1,26/04/2021 8:00,5803.6,HIGH
VIC1,26/04/2021 8:30,5805.41,MEDIUM
VIC1,26/04/2021 9:00,5641.61,MEDIUM
VIC1,26/04/2021 9:30,5515.93,MEDIUM
VIC1,26/04/2021 10:00,5202.81,LOW
VIC1,26/04/2021 10:30,5069.65,LOW
VIC1,26/04/2021 11:00,5000.74,LOW
VIC1,26/04/2021 11:30,4947.42,LOW
VIC1,26/04/2021 12:00,4985.13,LOW
VIC1,26/04/2021 12:30,4983.6,LOW
VIC1,26/04/2021 13:00,4921.02,LOW
VIC1,26/04/2021 13:30,4939.32,LOW
VIC1,26/04/2021 14:00,4937.6,LOW
VIC1,26/04/2021 14:30,5043.78,LOW
VIC1,26/04/2021 15:00,5149.32,LOW
VIC1,26/04/2021 15:30,5197.16,LOW
VIC1,26/04/2021 16:00,5348.05,MEDIUM
VIC1,26/04/2021 16:30,5563.96,MEDIUM
VIC1,26/04/2021 17:00,5776.33,HIGH
VIC1,26/04/2021 17:30,6051.12,MEDIUM
VIC1,26/04/2021 18:00,6337.31,EXTREME
VIC1,26/04/2021 18:30,6436.32,EXTREME
VIC1,26/04/2021 19:00,6307.74,HIGH
VIC1,26/04/2021 19:30,6136.06,MEDIUM
VIC1,26/04/2021 20:00,5962.19,MEDIUM
VIC1,26/04/2021 20:30,5790.17,MEDIUM
VIC1,26/04/2021 21:00,5616.15,MEDIUM
VIC1,26/04/2021 21:30,5425.11,MEDIUM
VIC1,26/04/2021 22:00,5242.01,MEDIUM
VIC1,26/04/2021 22:30,5091.1,MEDIUM
VIC1,26/04/2021 23:00,4936.56,MEDIUM
VIC1,26/04/2021 23:30,5074.57,MEDIUM
VIC1,27/04/2021 0:00,4988.58,MEDIUM
VIC1,27/04/2021 0:30,4795.38,MEDIUM
VIC1,27/04/2021 1:00,4649.78,MEDIUM
VIC1,27/04/2021 1:30,4456.87,LOW
VIC1,27/04/2021 2:00,4300.16,LOW
VIC1,27/04/2021 2:30,4184.11,LOW
VIC1,27/04/2021 3:00,4148.17,MEDIUM
VIC1,27/04/2021 3:30,4115.05,LOW
VIC1,27/04/2021 4:00,4097.36,LOW
VIC1,27/04/2021 4:30,4125.53,MEDIUM
VIC1,27/04/2021 5:00,4161.73,LOW
VIC1,27/04/2021 5:30,4379.62,MEDIUM
VIC1,27/04/2021 6:00,4609.06,MEDIUM
VIC1,27/04/2021 6:30,5001.94,HIGH
VIC1,27/04/2021 7:00,5372.82,EXTREME
VIC1,27/04/2021 7:30,5695.14,EXTREME
VIC1,27/04/2021 8:00,5832.17,HIGH
VIC1,27/04/2021 8:30,5839.56,MEDIUM
VIC1,27/04/2021 9:00,5746.79,MEDIUM
VIC1,27/04/2021 9:30,5603.01,MEDIUM
VIC1,27/04/2021 10:00,5491.76,MEDIUM
VIC1,27/04/2021 10:30,5408.88,MEDIUM
VIC1,27/04/2021 11:00,5348.13,MEDIUM
VIC1,27/04/2021 11:30,5289.54,LOW
VIC1,27/04/2021 12:00,5181,LOW
VIC1,27/04/2021 12:30,5172.77,LOW
VIC1,27/04/2021 13:00,5102.28,LOW
VIC1,27/04/2021 13:30,5096.21,LOW
VIC1,27/04/2021 14:00,5048.95,LOW
VIC1,27/04/2021 14:30,5036.53,MEDIUM
VIC1,27/04/2021 15:00,5018.27,MEDIUM
VIC1,27/04/2021 15:30,4987.75,LOW
VIC1,27/04/2021 16:00,5098.1,MEDIUM
VIC1,27/04/2021 16:30,5420.07,MEDIUM
VIC1,27/04/2021 17:00,5673.76,MEDIUM
VIC1,27/04/2021 17:30,5975.49,HIGH
VIC1,27/04/2021 18:00,6315.81,EXTREME
VIC1,27/04/2021 18:30,6487.76,EXTREME
VIC1,27/04/2021 19:00,6444.89,EXTREME
VIC1,27/04/2021 19:30,6261.48,HIGH
VIC1,27/04/2021 20:00,6150.7,MEDIUM
VIC1,27/04/2021 20:30,5951.63,MEDIUM
VIC1,27/04/2021 21:00,5837.09,MEDIUM
VIC1,27/04/2021 21:30,5664.46,MEDIUM
VIC1,27/04/2021 22:00,5430.91,MEDIUM
VIC1,27/04/2021 22:30,5213.32,MEDIUM
VIC1,27/04/2021 23:00,5043.84,MEDIUM
VIC1,27/04/2021 23:30,5179.95,MEDIUM
VIC1,28/04/2021 0:00,5122.01,MEDIUM
VIC1,28/04/2021 0:30,4919.62,MEDIUM
VIC1,28/04/2021 1:00,4777.58,MEDIUM
VIC1,28/04/2021 1:30,4652.94,MEDIUM
VIC1,28/04/2021 2:00,4473.77,LOW
VIC1,28/04/2021 2:30,4341.35,LOW
VIC1,28/04/2021 3:00,4266.26,LOW
VIC1,28/04/2021 3:30,4228.36,LOW
VIC1,28/04/2021 4:00,4245.59,LOW
VIC1,28/04/2021 4:30,4273.34,MEDIUM
VIC1,28/04/2021 5:00,4360.39,MEDIUM
VIC1,28/04/2021 5:30,4541.33,MEDIUM
VIC1,28/04/2021 6:00,4762.37,MEDIUM
VIC1,28/04/2021 6:30,5215.48,MEDIUM
VIC1,28/04/2021 7:00,5663.64,HIGH
VIC1,28/04/2021 7:30,6038.28,HIGH
VIC1,28/04/2021 8:00,6208.61,HIGH
VIC1,28/04/2021 8:30,6063.64,MEDIUM
VIC1,28/04/2021 9:00,5756.72,MEDIUM
VIC1,28/04/2021 9:30,5497.57,LOW
VIC1,28/04/2021 10:00,5162.84,LOW
VIC1,28/04/2021 10:30,4933.47,LOW
VIC1,28/04/2021 11:00,4717.2,LOW
VIC1,28/04/2021 11:30,4586.13,LOW
VIC1,28/04/2021 12:00,4454.9,LOW
VIC1,28/04/2021 12:30,4413.36,LOW
VIC1,28/04/2021 13:00,4381.3,LOW
VIC1,28/04/2021 13:30,4392.61,LOW
VIC1,28/04/2021 14:00,4423.41,LOW
VIC1,28/04/2021 14:30,4531.65,LOW
VIC1,28/04/2021 15:00,4640.49,LOW
VIC1,28/04/2021 15:30,4789.54,LOW
VIC1,28/04/2021 16:00,4983.92,MEDIUM
VIC1,28/04/2021 16:30,5283.81,MEDIUM
VIC1,28/04/2021 17:00,5572.04,MEDIUM
VIC1,28/04/2021 17:30,5848.33,MEDIUM
VIC1,28/04/2021 18:00,6220.68,HIGH
VIC1,28/04/2021 18:30,6461.27,EXTREME
VIC1,28/04/2021 19:00,6441.51,HIGH
VIC1,28/04/2021 19:30,6266.84,HIGH
VIC1,28/04/2021 20:00,6156.44,HIGH
VIC1,28/04/2021 20:30,5941.4,MEDIUM
VIC1,28/04/2021 21:00,5835.97,HIGH
VIC1,28/04/2021 21:30,5669.32,MEDIUM
VIC1,28/04/2021 22:00,5437.16,MEDIUM
VIC1,28/04/2021 22:30,5266.95,MEDIUM
VIC1,28/04/2021 23:00,5091.43,MEDIUM
VIC1,28/04/2021 23:30,5205.08,HIGH
VIC1,29/04/2021 0:00,5118.54,HIGH
VIC1,29/04/2021 0:30,4931.9,MEDIUM
VIC1,29/04/2021 1:00,4774.41,MEDIUM
VIC1,29/04/2021 1:30,4636.8,MEDIUM
VIC1,29/04/2021 2:00,4497.6,MEDIUM
VIC1,29/04/2021 2:30,4345.36,MEDIUM
VIC1,29/04/2021 3:00,4271.77,MEDIUM
VIC1,29/04/2021 3:30,4254.07,MEDIUM
VIC1,29/04/2021 4:00,4243.76,MEDIUM
VIC1,29/04/2021 4:30,4281.58,LOW
VIC1,29/04/2021 5:00,4340.57,MEDIUM
VIC1,29/04/2021 5:30,4586.73,MEDIUM
VIC1,29/04/2021 6:00,4782.29,MEDIUM
VIC1,29/04/2021 6:30,5254.72,HIGH
VIC1,29/04/2021 7:00,5667.86,HIGH
VIC1,29/04/2021 7:30,6027.65,HIGH
VIC1,29/04/2021 8:00,6209.14,HIGH
VIC1,29/04/2021 8:30,6099.26,HIGH
VIC1,29/04/2021 9:00,5770.34,MEDIUM
VIC1,29/04/2021 9:30,5524.04,MEDIUM
VIC1,29/04/2021 10:00,5206.6,LOW
VIC1,29/04/2021 10:30,4910.22,LOW
VIC1,29/04/2021 11:00,4721.1,LOW
VIC1,29/04/2021 11:30,4552.64,LOW
VIC1,29/04/2021 12:00,4441,LOW
VIC1,29/04/2021 12:30,4395.32,LOW
VIC1,29/04/2021 13:00,4368.18,LOW
VIC1,29/04/2021 13:30,4387.05,LOW
VIC1,29/04/2021 14:00,4401.88,LOW
VIC1,29/04/2021 14:30,4497.9,LOW
VIC1,29/04/2021 15:00,4618.49,MEDIUM
VIC1,29/04/2021 15:30,4785.28,LOW
VIC1,29/04/2021 16:00,5058.95,MEDIUM
VIC1,29/04/2021 16:30,5291.26,MEDIUM
VIC1,29/04/2021 17:00,5566.02,HIGH
VIC1,29/04/2021 17:30,5915.65,HIGH
VIC1,29/04/2021 18:00,6187.67,HIGH
VIC1,29/04/2021 18:30,6405.5,EXTREME
VIC1,29/04/2021 19:00,6328.14,HIGH
VIC1,29/04/2021 19:30,6172,MEDIUM
VIC1,29/04/2021 20:00,6085.23,HIGH
VIC1,29/04/2021 20:30,5902.86,MEDIUM
VIC1,29/04/2021 21:00,5800.04,MEDIUM
VIC1,29/04/2021 21:30,5669.39,MEDIUM
VIC1,29/04/2021 22:00,5474.83,MEDIUM
VIC1,29/04/2021 22:30,5256.79,MEDIUM
VIC1,29/04/2021 23:00,5093.36,MEDIUM
VIC1,29/04/2021 23:30,5241.85,MEDIUM
VIC1,30/04/2021 0:00,5152.58,MEDIUM
VIC1,30/04/2021 0:30,4961.58,MEDIUM
VIC1,30/04/2021 1:00,4790.18,MEDIUM
VIC1,30/04/2021 1:30,4625.2,MEDIUM
VIC1,30/04/2021 2:00,4474.94,MEDIUM
VIC1,30/04/2021 2:30,4306.62,LOW
VIC1,30/04/2021 3:00,4253.71,LOW
VIC1,30/04/2021 3:30,4204.85,LOW
VIC1,30/04/2021 4:00,4210.37,LOW
VIC1,30/04/2021 4:30,4195.9,LOW
VIC1,30/04/2021 5:00,4273.26,LOW
VIC1,30/04/2021 5:30,4454.46,LOW
VIC1,30/04/2021 6:00,4704.17,LOW
VIC1,30/04/2021 6:30,5117.81,MEDIUM
VIC1,30/04/2021 7:00,5475.66,MEDIUM
VIC1,30/04/2021 7:30,5754.18,MEDIUM
VIC1,30/04/2021 8:00,5875.16,MEDIUM
VIC1,30/04/2021 8:30,5765.92,LOW
VIC1,30/04/2021 9:00,5517.07,LOW
VIC1,30/04/2021 9:30,5227.09,LOW
VIC1,30/04/2021 10:00,4939.84,LOW
VIC1,30/04/2021 10:30,4692.46,LOW
VIC1,30/04/2021 11:00,4499.05,LOW
VIC1,30/04/2021 11:30,4353.85,LOW
VIC1,30/04/2021 12:00,4221.59,LOW
VIC1,30/04/2021 12:30,4186.94,LOW
VIC1,30/04/2021 13:00,4156.58,LOW
VIC1,30/04/2021 13:30,4185.75,LOW
VIC1,30/04/2021 14:00,4219.64,LOW
VIC1,30/04/2021 14:30,4316.88,LOW
VIC1,30/04/2021 15:00,4464.04,LOW
VIC1,30/04/2021 15:30,4647.65,LOW
VIC1,30/04/2021 16:00,4869.16,MEDIUM
VIC1,30/04/2021 16:30,5092.5,MEDIUM
VIC1,30/04/2021 17:00,5397.91,MEDIUM
VIC1,30/04/2021 17:30,5597.07,MEDIUM
VIC1,30/04/2021 18:00,5799.32,MEDIUM
VIC1,30/04/2021 18:30,5887.34,MEDIUM
VIC1,30/04/2021 19:00,5805.32,MEDIUM
VIC1,30/04/2021 19:30,5629.48,MEDIUM
VIC1,30/04/2021 20:00,5529.55,MEDIUM
VIC1,30/04/2021 20:30,5410.73,MEDIUM
VIC1,30/04/2021 21:00,5276.09,MEDIUM
VIC1,30/04/2021 21:30,5160.34,MEDIUM
VIC1,30/04/2021 22:00,5001.73,LOW
VIC1,30/04/2021 22:30,4816.14,LOW
VIC1,30/04/2021 23:00,4734.27,LOW
VIC1,30/04/2021 23:30,4899.6,LOW
VIC1,1/05/2021 0:00,4795.39,LOW
VIC1,1/05/2021 0:30,4564,LOW
VIC1,1/05/2021 1:00,4386.75,LOW
VIC1,1/05/2021 1:30,4218.91,LOW
VIC1,1/05/2021 2:00,4040.44,LOW
VIC1,1/05/2021 2:30,3842.44,LOW
VIC1,1/05/2021 3:00,3746.68,LOW
VIC1,1/05/2021 3:30,3655.79,LOW
VIC1,1/05/2021 4:00,3611.69,LOW
VIC1,1/05/2021 4:30,3638.41,LOW
VIC1,1/05/2021 5:00,3665.12,LOW
VIC1,1/05/2021 5:30,3770.64,LOW
VIC1,1/05/2021 6:00,3812.03,LOW
VIC1,1/05/2021 6:30,4056.14,LOW
VIC1,1/05/2021 7:00,4235.16,LOW
VIC1,1/05/2021 7:30,4445.87,LOW
VIC1,1/05/2021 8:00,4468.7,LOW
VIC1,1/05/2021 8:30,4466.72,LOW
VIC1,1/05/2021 9:00,4270.38,LOW
